loss, 10.84
loss, 10.16
loss, 9.89
loss, 9.89
loss, 10.10
loss, 9.89
loss, 9.83
loss, 9.83
loss, 9.80
loss, 9.82
loss, 9.83
loss, 9.76
loss, 9.76
loss, 9.75
loss, 9.61
loss, 9.59
loss, 9.60
loss, 9.58
loss, 9.56
loss, 9.57
loss, 9.57
loss, 9.55
loss, 9.54
loss, 9.55
loss, 9.55
loss, 9.52
loss, 9.48
loss, 9.45
loss, 9.44
loss, 9.45
loss, 9.41
loss, 9.40
loss, 9.37
loss, 9.36
loss, 9.37
loss, 9.37
loss, 9.36
loss, 9.34
loss, 9.33
loss, 9.33
loss, 9.34
loss, 9.36
loss, 9.37
loss, 9.38
loss, 9.39
loss, 9.38
loss, 9.39
loss, 9.36
loss, 9.34
loss, 9.33
loss, 9.32
loss, 9.31
loss, 9.27
loss, 9.26
loss, 9.25
loss, 9.25
loss, 9.25
loss, 9.25
loss, 9.23
loss, 9.23
loss, 9.22
loss, 9.23
loss, 9.21
loss, 9.22
loss, 9.21
loss, 9.21
loss, 9.21
loss, 9.18
loss, 9.15
loss, 9.13
loss, 9.11
loss, 9.09
loss, 9.08
loss, 9.06
loss, 9.06
loss, 9.06
loss, 9.06
loss, 9.05
loss, 9.01
loss, 8.99
loss, 8.99
loss, 8.98
loss, 8.98
loss, 8.96
loss, 8.96
loss, 8.95
loss, 8.95
loss, 8.95
loss, 8.95
loss, 8.95
loss, 8.94
loss, 8.94
loss, 8.93
loss, 8.92
loss, 8.91
loss, 8.90
loss, 8.90
loss, 8.89
loss, 8.89
loss, 8.87
loss, 8.87
loss, 8.88
loss, 8.87
loss, 8.86
loss, 8.85
loss, 8.83
loss, 8.83
loss, 8.83
loss, 8.83
loss, 8.82
loss, 8.82
loss, 8.81
loss, 8.83
loss, 8.83
loss, 8.83
loss, 8.81
loss, 8.80
loss, 8.78
loss, 8.76
loss, 8.77
loss, 8.77
loss, 8.76
loss, 8.75
loss, 8.74
loss, 8.74
loss, 8.74
loss, 8.74
loss, 8.73
loss, 8.74
loss, 8.74
loss, 8.73
loss, 8.73
loss, 8.72
loss, 8.73
loss, 8.72
loss, 8.70
loss, 8.70
loss, 8.70
loss, 8.70
loss, 8.69
loss, 8.69
loss, 8.67
loss, 8.66
loss, 8.66
loss, 8.66
loss, 8.66
loss, 8.65
loss, 8.65
loss, 8.65
loss, 8.64
loss, 8.65
loss, 8.65
loss, 8.65
loss, 8.64
loss, 8.65
loss, 8.64
loss, 8.63
loss, 8.63
loss, 8.62
loss, 8.62
loss, 8.61
loss, 8.61
loss, 8.61
loss, 8.60
loss, 8.60
loss, 8.60
loss, 8.60
loss, 8.60
loss, 8.60
loss, 8.60
loss, 8.59
loss, 8.60
loss, 8.61
loss, 8.60
loss, 8.59
loss, 8.58
loss, 8.58
loss, 8.58
loss, 8.58
loss, 8.58
loss, 8.57
loss, 8.57
loss, 8.57
loss, 8.57
loss, 8.57
loss, 8.57
loss, 8.57
loss, 8.56
loss, 8.55
loss, 8.54
loss, 8.54
loss, 8.53
loss, 8.54
loss, 8.54
loss, 8.55
loss, 8.54
loss, 8.54
loss, 8.53
loss, 8.53
loss, 8.52
loss, 8.52
loss, 8.52
loss, 8.51
loss, 8.51
loss, 8.50
loss, 8.50
loss, 8.50
loss, 8.50
loss, 8.51
loss, 8.51
loss, 8.50
loss, 8.49
loss, 8.50
loss, 8.50
loss, 8.50
loss, 8.50
loss, 8.49
loss, 8.50
loss, 8.49
loss, 8.48
loss, 8.48
loss, 8.48
loss, 8.49
loss, 8.48
loss, 8.47
loss, 8.47
loss, 8.47
loss, 8.46
loss, 8.46
loss, 8.45
loss, 8.46
loss, 8.46
loss, 8.45
loss, 8.45
loss, 8.45
loss, 8.45
loss, 8.45
loss, 8.45
loss, 8.45
loss, 8.44
loss, 8.44
loss, 8.44
loss, 8.43
loss, 8.42
loss, 8.43
loss, 8.43
loss, 8.43
loss, 8.42
loss, 8.42
loss, 8.43
loss, 8.43
loss, 8.43
loss, 8.43
loss, 8.43
loss, 8.42
loss, 8.42
loss, 8.42
loss, 8.42
loss, 8.42
loss, 8.42
loss, 8.42
loss, 8.41
loss, 8.42
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.42
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.41
loss, 8.40
loss, 8.40
loss, 8.39
loss, 8.39
loss, 8.39
loss, 8.40
loss, 8.39
loss, 8.39
loss, 8.38
loss, 8.38
loss, 8.38
loss, 8.38
loss, 8.38
loss, 8.38
loss, 8.37
loss, 8.37
loss, 8.37
loss, 8.36
loss, 8.35
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.36
loss, 8.35
loss, 8.36
loss, 8.36
loss, 8.35
loss, 8.35
loss, 8.34
loss, 8.34
loss, 8.34
loss, 8.34
loss, 8.33
loss, 8.33
loss, 8.33
loss, 8.33
loss, 8.33
loss, 8.32
loss, 8.32
loss, 8.32
loss, 8.31
loss, 8.31
loss, 8.31
loss, 8.32
loss, 8.31
loss, 8.31
loss, 8.31
